location,district,rooms,size,level,max_levels,price,psp
"город Ташкент, Мирзо-Улугбекский район, 1-й Паркентский проезд",Mirzo-Ulugʻbek,1,40.0,3,3,30000.0,750.0
"город Ташкент, Мирзо-Улугбекский район, Феруза-1",Mirzo-Ulugʻbek,5,100.0,4,4,48000.0,480.0
"город Ташкент, Мирзо-Улугбекский район, Паркент",Mirzo-Ulugʻbek,3,115.0,2,9,115000.0,1000.0
"город Ташкент, Шайхантахурский район, Жарарик",Shayxontohur,3,71.0,2,6,45000.0,633.8028169014085
"город Ташкент, Шайхантахурский район, Караташ",Shayxontohur,4,90.0,5,5,65000.0,722.2222222222222
"город Ташкент, Мирзо-Улугбекский район, Интизор",Mirzo-Ulugʻbek,2,60.0,4,4,44000.0,733.3333333333334
"город Ташкент, Шайхантахурский район, Камолон",Shayxontohur,3,72.0,4,9,60000.0,833.3333333333334
"город Ташкент, Юнусабадский район, Юнусабад 18-й квартал",Yunusobod,2,62.0,1,4,40500.0,653.2258064516129
"город Ташкент, Мирзо-Улугбекский район, Карасу 3-й квартал",Mirzo-Ulugʻbek,4,93.0,3,5,62000.0,666.6666666666666
"город Ташкент, Чиланзарский район, Чиланзар 1-й квартал",Chilonzor,3,65.0,5,5,50000.0,769.2307692307693
"город Ташкент, Учтепинский район, Ширин (Подмосковная) ",Uchtepa,3,70.0,5,5,40100.0,572.8571428571429
"город Ташкент, Бектемирский район, Сувсоз-2 (Водник-2) ",Bektemir,4,94.0,9,9,40000.0,425.531914893617
"город Ташкент, Чиланзарский район, 1-й проезд Домбрабад",Chilonzor,1,32.0,4,4,25500.0,796.875
"город Ташкент, Учтепинский район, Чиланзар 30-й квартал",Uchtepa,2,72.0,5,12,40000.0,555.5555555555555
"город Ташкент, Мирзо-Улугбекский район, 1-й проезд Гульсанам",Mirzo-Ulugʻbek,2,45.0,1,4,22000.0,488.8888888888889
"город Ташкент, Чиланзарский район, Ташкентская кольцевая автомобильная дорога",Chilonzor,2,46.0,3,5,35000.0,760.8695652173913
"город Ташкент, Мирабадский район, Афросиаб (пр-т Косманавтов) ",Mirabad,1,45.0,3,9,59000.0,1311.111111111111
"город Ташкент, Чиланзарский район, Чиланзар метро",Chilonzor,3,88.0,6,8,50000.0,568.1818181818181
"город Ташкент, Яшнободский район, Янги Давр",Yashnobod,3,69.8,2,7,45370.0,650.0
"город Ташкент, Мирзо-Улугбекский район, Элобод",Mirzo-Ulugʻbek,3,72.0,2,8,48500.0,673.6111111111111
"город Ташкент, Юнусабадский район, Юнусабад 6 квартал",Yunusobod,1,38.0,4,4,26000.0,684.2105263157895
"город Ташкент, Мирзо-Улугбекский район, Элобод",Mirzo-Ulugʻbek,4,85.0,2,4,69900.0,822.3529411764706
"город Ташкент, Яшнободский район, Ташкентская кольцевая автомобильная дорога",Yashnobod,2,60.0,2,6,30000.0,500.0
"город Ташкент, Мирзо-Улугбекский район, Сайрам",Mirzo-Ulugʻbek,3,86.0,2,5,57000.0,662.7906976744187
"город Ташкент, Шайхантахурский район, Лабзак",Shayxontohur,2,65.0,3,4,56500.0,869.2307692307693
"город Ташкент, Яшнободский район, Садыка Азимова (Жуковского) ",Yashnobod,2,60.0,6,9,80000.0,1333.3333333333333
"город Ташкент, Яккасарайский район, Юнус Ражабий",Yakkasaroy,2,95.0,8,9,130000.0,1368.421052631579
"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак Йули",Mirzo-Ulugʻbek,3,74.0,9,9,54000.0,729.7297297297297
"город Ташкент, Сергелийский район, Sergeli 6a",Sergeli,2,49.0,6,7,28562.981327823727,582.9179862821169
"город Ташкент, Яккасарайский район, Шота Руставели",Yakkasaroy,2,51.14,5,5,56000.0,1095.0332420805632
"город Ташкент, Учтепинский район, Учтепа 15",Uchtepa,4,80.0,2,5,51500.0,643.75
"город Ташкент, Мирзо-Улугбекский район, Дархан",Mirzo-Ulugʻbek,3,105.0,5,6,86000.0,819.047619047619
"город Ташкент, Яккасарайский район, Мост Мукимий",Yakkasaroy,2,70.0,8,9,48000.0,685.7142857142857
"город Ташкент, Мирзо-Улугбекский район, Садык Азимова",Mirzo-Ulugʻbek,2,65.0,2,4,68000.0,1046.1538461538462
"город Ташкент, Мирзо-Улугбекский район, Интизор",Mirzo-Ulugʻbek,3,80.0,4,4,37000.0,462.5
"город Ташкент, Мирзо-Улугбекский район, Феруза 1",Mirzo-Ulugʻbek,2,48.0,1,4,28000.0,583.3333333333334
"город Ташкент, Мирзо-Улугбекский район, Элобод",Mirzo-Ulugʻbek,1,38.0,1,4,39500.0,1039.4736842105262
"город Ташкент, Чиланзарский район, Китайское здание",Chilonzor,1,38.0,2,4,24000.0,631.578947368421
"город Ташкент, Яккасарайский район, Богсарой",Yakkasaroy,3,72.0,1,5,72898.0,1012.4722222222222
"город Ташкент, Мирзо-Улугбекский район, Элобод",Mirzo-Ulugʻbek,1,23.8,2,4,21000.0,882.3529411764706
"город Ташкент, Учтепинский район, Чиланзар 12-й квартал",Uchtepa,2,50.0,1,4,38000.0,760.0
"город Ташкент, Яшнободский район, Чулпон",Yashnobod,1,28.0,1,3,19000.0,678.5714285714286
"город Ташкент, Юнусабадский район, ц-5 Киёт (Ц-5) ",Yunusobod,3,68.0,4,4,70000.0,1029.4117647058824
"город Ташкент, Яккасарайский район, Башлык",Yakkasaroy,4,96.0,9,9,49000.0,510.4166666666667
"город Ташкент, Чиланзарский район, Чиланзар 2-й квартал",Chilonzor,2,52.0,1,4,34500.0,663.4615384615385
"город Ташкент, Яккасарайский район, Кушбеги",Yakkasaroy,5,118.0,9,9,50000.0,423.728813559322
"город Ташкент, Мирзо-Улугбекский район, Магрур (Индустриальная) ",Mirzo-Ulugʻbek,2,40.0,1,3,25499.0,637.475
"город Ташкент, Шайхантахурский район, 1-й проезд Бог",Shayxontohur,2,55.0,4,9,33000.0,600.0
"город Ташкент, Яшнободский район, жилой комплекс Обод Макон",Yashnobod,3,63.0,5,5,55322.87221388913,878.140828791891
"город Ташкент, Учтепинский район, Чиланзар 22-й квартал",Uchtepa,3,65.0,4,4,34200.0,526.1538461538462
"город Ташкент, Мирабадский район, Нукус",Mirabad,2,48.6,3,4,43700.0,899.1769547325102
"город Ташкент, Сергелийский район, Сергели-IV",Sergeli,2,52.0,1,4,41000.0,788.4615384615385
"город Ташкент, Мирабадский район, Таллимаржон",Mirabad,3,72.0,3,9,52000.0,722.2222222222222
"город Ташкент, Учтепинский район, Учтепа-13 ориентир Фархадский Базар",Uchtepa,4,88.0,5,5,45000.0,511.3636363636364
"город Ташкент, Шайхантахурский район, 2-й тупик Хуршида",Shayxontohur,2,58.0,3,4,57000.0,982.7586206896551
"город Ташкент, Чиланзарский район, Чиланзар",Chilonzor,2,62.0,3,4,39500.0,637.0967741935484
"город Ташкент, Чиланзарский район, Чиланзар",Chilonzor,2,60.0,2,5,38500.0,641.6666666666666
"город Ташкент, Чиланзарский район, Чиланзар-9",Chilonzor,2,50.0,2,5,35500.0,710.0
"город Ташкент, Чиланзарский район",Chilonzor,2,50.0,2,4,33500.0,670.0
"город Ташкент, Чиланзарский район, Чиланзар-16",Chilonzor,1,36.0,2,4,25500.0,708.3333333333334
"город Ташкент, Чиланзарский район, Чиланзар",Chilonzor,1,30.0,4,4,24500.0,816.6666666666666
"город Ташкент, Чиланзарский район, Чиланзар",Chilonzor,1,40.0,3,4,28500.0,712.5
"город Ташкент, Чиланзарский район, Чиланзар",Chilonzor,1,42.0,2,5,26500.0,630.952380952381
"город Ташкент, Шайхантахурский район, Камолон",Shayxontohur,3,72.0,8,9,55000.0,763.8888888888889
"город Ташкент, Чиланзарский район, Чиланзар 17-й квартал",Chilonzor,2,50.0,1,4,35500.0,710.0
"город Ташкент, Чиланзарский район, Шарк",Chilonzor,3,90.0,8,9,42000.0,466.6666666666667
"город Ташкент, Мирабадский район, Салар",Mirabad,2,69.0,9,10,62000.0,898.5507246376811
"город Ташкент, Чиланзарский район, Чиланзар 9",Chilonzor,2,56.0,1,4,49000.0,875.0
"город Ташкент, Учтепинский район, Чупон-Ота",Uchtepa,2,80.0,8,8,41744.0,521.8
"город Ташкент, Чиланзарский район, Малая кольцевая дорога",Chilonzor,2,57.0,8,9,36000.0,631.578947368421
"город Ташкент, Юнусабадский район, Юнусабад 4-й квартал",Yunusobod,2,55.0,2,4,33000.0,600.0
"город Ташкент, Яккасарайский район, 1-й проезд Миробод",Yakkasaroy,3,100.0,7,9,77000.0,770.0
"город Ташкент, Яккасарайский район, Башлык",Yakkasaroy,1,39.0,1,5,27500.0,705.1282051282051
"город Ташкент, Чиланзарский район, Аль-Хорезми-2",Chilonzor,2,49.0,1,4,43000.0,877.5510204081633
"город Ташкент, Учтепинский район, Чиланзар 24-й квартал",Uchtepa,4,80.0,4,5,40000.0,500.0
"город Ташкент, Шайхантахурский район, Караташ",Shayxontohur,2,50.0,8,12,31000.0,620.0
"город Ташкент, Чиланзарский район, жилой комплекс Новза",Chilonzor,4,125.0,3,9,210000.0,1680.0
"город Ташкент, Чиланзарский район, Чиланзар 2-й квартал",Chilonzor,2,44.0,1,4,30000.0,681.8181818181819
"город Ташкент, Сергелийский район, Сергели-VI",Sergeli,2,49.0,6,7,28562.981327823727,582.9179862821169
"город Ташкент, Учтепинский район, Чиланзар 11-й квартал",Uchtepa,2,47.0,1,4,31500.0,670.2127659574468
"город Ташкент, Мирабадский район, Абдурауфа Фитрата",Mirabad,3,65.0,4,4,35000.0,538.4615384615385
"город Ташкент, Юнусабадский район, Юнусабад 15-й квартал",Yunusobod,2,57.0,3,4,35500.0,622.8070175438596
"город Ташкент, Юнусабадский район, Юнусабад 3-й квартал",Yunusobod,4,90.0,2,4,64000.0,711.1111111111111
"город Ташкент, Юнусабадский район, Юнусабад 19-й квартал",Yunusobod,5,110.0,4,5,58000.0,527.2727272727273
"город Ташкент, Яшнободский район, Истикбол",Yashnobod,2,58.0,2,4,62000.0,1068.9655172413793
"город Ташкент, Юнусабадский район, Юнусабад 17-й квартал",Yunusobod,2,58.0,3,9,34000.0,586.2068965517242
"город Ташкент, Юнусабадский район, Юнусабад 15-й квартал",Yunusobod,3,70.0,2,4,55000.0,785.7142857142857
"город Ташкент, Мирабадский район, Нукус",Mirabad,3,5.0,4,5,46600.0,9320.0
"город Ташкент, Мирабадский район, Сайхун",Mirabad,4,122.0,3,5,65000.0,532.7868852459017
"город Ташкент, Яккасарайский район, Кушбеги",Yakkasaroy,2,48.0,5,9,23000.0,479.1666666666667
"город Ташкент, Учтепинский район, 19-й проезд Изза",Uchtepa,2,72.0,4,6,55000.0,763.8888888888889
"город Ташкент, Сергелийский район, Сергели-IV",Sergeli,2,59.0,2,7,25000.0,423.728813559322
"город Ташкент, Яккасарайский район, Тукимачи",Yakkasaroy,3,101.0,4,9,65000.0,643.5643564356436
"город Ташкент, Мирабадский район, Янгизамон",Mirabad,3,60.0,3,4,40000.0,666.6666666666666
"город Ташкент, Шайхантахурский район, Абая",Shayxontohur,2,47.0,4,4,36000.0,765.9574468085107
"город Ташкент, Мирабадский район, Алтынкульская",Mirabad,3,90.0,4,5,46700.0,518.8888888888889
"город Ташкент, Мирабадский район, Фидокор (Чехова) ",Mirabad,3,85.0,5,9,74000.0,870.5882352941177
"город Ташкент, Учтепинский район, Чиланзар-24",Uchtepa,2,50.0,3,4,35000.0,700.0
"город Ташкент, Учтепинский район, 18-й проезд Изза",Uchtepa,2,56.0,6,9,34400.0,614.2857142857143
"город Ташкент, Яккасарайский район, Кушбеги",Yakkasaroy,2,48.0,5,9,23000.0,479.1666666666667
"город Ташкент, Олмазорский район, Мэдгоролок",Olmazor,3,145.0,1,4,95000.0,655.1724137931035
"город Ташкент, Чиланзарский район, Чиланзар 19-й квартал",Chilonzor,1,32.0,1,4,26000.0,812.5
"город Ташкент, Яккасарайский район, Мукимми",Yakkasaroy,4,198.0,5,8,280000.0,1414.141414141414
"город Ташкент, Яшнободский район, Махтумкули",Yashnobod,3,75.0,6,9,58000.0,773.3333333333334
"город Ташкент, Мирзо-Улугбекский район, Карасу-4",Mirzo-Ulugʻbek,3,77.0,3,5,55000.0,714.2857142857143
"город Ташкент, Олмазорский район, Qoraqamish 2/1",Olmazor,2,58.0,2,9,37000.0,637.9310344827586
"город Ташкент, Учтепинский район, Чупон-Ота",Uchtepa,1,18.0,4,4,12300.0,683.3333333333334
"город Ташкент, Мирзо-Улугбекский район, Академгородок",Mirzo-Ulugʻbek,2,50.0,3,4,33500.0,670.0
"город Ташкент, Мирзо-Улугбекский район, Мусаввирлар (Художников) ",Mirzo-Ulugʻbek,2,50.0,3,5,39000.0,780.0
"город Ташкент, Мирабадский район, Нукус",Mirabad,4,120.0,1,4,135000.0,1125.0
"город Ташкент, Шайхантахурский район, Бешагач",Shayxontohur,2,68.0,4,4,70000.0,1029.4117647058824
"город Ташкент, Сергелийский район, Сергели 6а",Sergeli,3,82.0,3,7,47799.27487513358,582.9179862821169
"город Ташкент, Чиланзарский район, Чиланзар 17-й квартал",Chilonzor,4,76.0,3,4,59000.0,776.3157894736842
"город Ташкент, Мирзо-Улугбекский район, Алтынтепа",Mirzo-Ulugʻbek,5,110.0,2,4,78800.0,716.3636363636364
"город Ташкент, Сергелийский район, Сергели-II",Sergeli,2,58.0,2,5,34000.0,586.2068965517242
"город Ташкент, Яшнободский район, Корасув (Лисунова) ",Yashnobod,1,18.0,3,4,11500.0,638.8888888888889
"город Ташкент, Чиланзарский район, Қатартал бозор",Chilonzor,2,60.0,4,9,47000.0,783.3333333333334
"город Ташкент, Мирабадский район, Тараса Шевченко",Mirabad,3,100.0,2,4,75000.0,750.0
"город Ташкент, Учтепинский район, Кухна-Чупонота массив Чиланзар 13-й квартал",Uchtepa,2,40.0,5,5,29000.0,725.0
"город Ташкент, Шайхантахурский район, Чакар",Shayxontohur,4,130.0,7,7,94000.0,723.0769230769231
"город Ташкент, Олмазорский район, Кичик Халка Йули",Olmazor,3,77.36,1,7,64600.0,835.0568769389865
"город Ташкент, Учтепинский район, Чиланзар 14-й квартал",Uchtepa,2,48.0,1,4,36500.0,760.4166666666666
"город Ташкент, Мирзо-Улугбекский район, проспект Мустакиллик",Mirzo-Ulugʻbek,5,213.0,5,6,220000.0,1032.8638497652582
"город Ташкент, Яккасарайский район, Бабура",Yakkasaroy,4,86.0,8,9,52000.0,604.6511627906976
"город Ташкент, Учтепинский район, Кухна-Чупонота массив Чиланзар 13-й квартал",Uchtepa,2,51.0,1,4,35500.0,696.0784313725491
"город Ташкент, Олмазорский район, 1-й проезд Камарнисо",Olmazor,3,72.0,1,5,45000.0,625.0
"город Ташкент, Чиланзарский район, Чиланзар квартал 20Д",Chilonzor,3,58.9,3,4,55000.0,933.786078098472
"город Ташкент, Юнусабадский район, Кашкар",Yunusobod,2,70.0,2,4,68000.0,971.4285714285714
"город Ташкент, Чиланзарский район, Chilonzor 20a kvartal 42 doʻm",Chilonzor,4,100.0,3,4,56000.0,560.0
"город Ташкент, Мирзо-Улугбекский район, Мухаммада Юсуфа (Дагестанская) ",Mirzo-Ulugʻbek,3,79.0,3,5,75000.0,949.367088607595
"город Ташкент, Яшнободский район, жилой комплекс Parkent Village массив Мавлоно Риёзи",Yashnobod,3,135.0,8,9,99900.0,740.0
"город Ташкент, Юнусабадский район, Кашкар",Yunusobod,4,177.0,5,5,179000.0,1011.2994350282486
"город Ташкент, Мирабадский район, Нукус",Mirabad,4,170.0,2,7,259000.0,1523.5294117647059
"город Ташкент, Юнусабадский район, Юнусабад-4",Yunusobod,3,110.0,2,9,100000.0,909.0909090909091
"город Ташкент, Яшнободский район, Мавлоно Риёзи",Yashnobod,5,207.0,5,6,119900.0,579.2270531400966
"город Ташкент, Мирзо-Улугбекский район, Алпомиш",Mirzo-Ulugʻbek,5,208.0,1,5,119900.0,576.4423076923077
"город Ташкент, Чиланзарский район, тупик Фурката",Chilonzor,3,105.0,5,10,126000.0,1200.0
"город Ташкент, Мирзо-Улугбекский район, Асака",Mirzo-Ulugʻbek,3,121.0,5,10,109000.0,900.8264462809917
"город Ташкент, Мирабадский район, Мирабад",Mirabad,3,127.0,7,12,135000.0,1062.992125984252
"город Ташкент, Мирзо-Улугбекский район, Ялангач",Mirzo-Ulugʻbek,1,30.0,2,4,27300.0,910.0
"город Ташкент, Шайхантахурский район, Ибн Сина-1",Shayxontohur,3,100.0,7,9,55000.0,550.0
"город Ташкент, Чиланзарский район, Чиланзар-1",Chilonzor,3,70.0,2,4,56000.0,800.0
"город Ташкент, Чиланзарский район, Чиланзар",Chilonzor,3,70.0,2,5,46000.0,657.1428571428571
"город Ташкент, Чиланзарский район",Chilonzor,2,54.0,2,5,36500.0,675.925925925926
"город Ташкент, Чиланзарский район, Чиланзар",Chilonzor,2,68.0,4,4,38500.0,566.1764705882352
"город Ташкент, Чиланзарский район, Чиланзар",Chilonzor,2,60.0,4,9,41500.0,691.6666666666666
"город Ташкент, Чиланзарский район, Чиланзар",Chilonzor,2,50.0,2,5,35500.0,710.0
"город Ташкент, Чиланзарский район, Чиланзар",Chilonzor,2,68.0,4,4,38500.0,566.1764705882352
"город Ташкент, Чиланзарский район, Чиланзар-6",Chilonzor,1,32.0,2,4,27000.0,843.75
"город Ташкент, Чиланзарский район, Чиланзар. 2-2-4",Chilonzor,1,46.0,2,4,30500.0,663.0434782608696
"город Ташкент, Чиланзарский район, Чиланзар-7, ор-р: Спорттовары",Chilonzor,1,32.0,2,4,28500.0,890.625
"город Ташкент, Мирабадский район, Нукус",Mirabad,4,166.0,5,9,129500.0,780.1204819277109
"город Ташкент, Чиланзарский район, Чиланзар",Chilonzor,1,40.0,4,5,26500.0,662.5
"город Ташкент, Чиланзарский район, Чиланзар-17",Chilonzor,2,45.0,1,4,36500.0,811.1111111111111
"город Ташкент, Юнусабадский район, Юнусабад 15-й квартал",Yunusobod,3,67.0,4,4,40000.0,597.0149253731344
"город Ташкент, Яккасарайский район, Кушбеги",Yakkasaroy,2,64.0,1,5,42000.0,656.25
"город Ташкент, Чиланзарский район, Чиланзар-17",Chilonzor,2,60.0,5,9,45000.0,750.0
"город Ташкент, Яшнободский район",Yashnobod,2,70.0,2,4,34500.0,492.85714285714283
"город Ташкент, Яшнободский район",Yashnobod,2,70.0,2,4,35000.0,500.0
"город Ташкент, Яшнободский район, ЖК Гузаль",Yashnobod,2,70.0,2,4,45000.0,642.8571428571429
"город Ташкент, Яккасарайский район, Абдуллы Каххара",Yakkasaroy,4,167.0,4,7,370000.0,2215.568862275449
"город Ташкент, Яшнободский район, Эльбека",Yashnobod,5,321.0,1,1,48000.0,149.53271028037383
"город Ташкент, Мирзо-Улугбекский район, переулок Пушкина",Mirzo-Ulugʻbek,2,65.0,6,9,55000.0,846.1538461538462
"город Ташкент, Юнусабадский район, Юнусабад 15-й квартал",Yunusobod,1,32.0,1,4,23000.0,718.75
"город Ташкент, Яккасарайский район, Кушбеги",Yakkasaroy,2,48.0,5,9,23000.0,479.1666666666667
"город Ташкент, Чиланзарский район, Чиланзар 3-й квартал",Chilonzor,2,42.0,3,4,36000.0,857.1428571428571
"город Ташкент, Чиланзарский район, Чиланзар-6",Chilonzor,2,57.0,4,4,37500.0,657.8947368421053
"город Ташкент, Яккасарайский район, Кушбеги",Yakkasaroy,1,38.0,2,5,26700.0,702.6315789473684
"город Ташкент, Чиланзарский район, Чиланзар-18",Chilonzor,3,67.0,5,5,35000.0,522.3880597014926
"город Ташкент, Учтепинский район, Лутфий",Uchtepa,3,73.0,5,5,38500.0,527.3972602739726
"город Ташкент, Яккасарайский район, Тукимачи",Yakkasaroy,5,280.0,1,8,251000.57684335532,896.4306315834118
"город Ташкент, Мирабадский район, Шароф Рашидов",Mirabad,3,110.0,7,9,70000.0,636.3636363636364
"город Ташкент, Учтепинский район, Чиланзар 24-й квартал",Uchtepa,3,72.0,4,9,43500.0,604.1666666666666
"город Ташкент, Чиланзарский район, Чиланзар 17-й квартал",Chilonzor,3,67.0,3,4,57000.0,850.7462686567164
"город Ташкент, Олмазорский район, Каракамыш квартал 2/4",Olmazor,3,70.0,3,4,48000.0,685.7142857142857
"город Ташкент, Юнусабадский район, 5-й проезд Турккургон",Yunusobod,3,130.0,3,3,115826.41776063832,890.9724443126024
"город Ташкент, Мирзо-Улугбекский район, Саехат",Mirzo-Ulugʻbek,1,41.0,3,4,31000.0,756.0975609756098
"город Ташкент, Мирзо-Улугбекский район, Дипломатия",Mirzo-Ulugʻbek,2,60.0,5,9,42000.0,700.0
"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак Йули",Mirzo-Ulugʻbek,2,42.0,5,5,31000.0,738.0952380952381
"город Ташкент, Чиланзарский район, Бешёгоч",Chilonzor,3,70.0,3,4,65000.0,928.5714285714286
"город Ташкент, Чиланзарский район, Чиланзар 5-й квартал",Chilonzor,3,100.0,3,9,79000.0,790.0
"город Ташкент, Чиланзарский район, Чиланзар 5-й квартал",Chilonzor,2,54.0,3,4,36500.0,675.925925925926
"город Ташкент, Чиланзарский район, Чиланзар 2-й квартал",Chilonzor,3,62.0,4,4,42500.0,685.483870967742
"город Ташкент, Чиланзарский район, Чиланзар 2-й квартал",Chilonzor,2,43.0,4,4,35000.0,813.953488372093
"город Ташкент, Чиланзарский район, Чиланзар 1-й квартал",Chilonzor,2,50.0,5,5,42000.0,840.0
"город Ташкент, Чиланзарский район, Чиланзар 5-й квартал",Chilonzor,2,58.0,4,9,47000.0,810.3448275862069
"город Ташкент, Чиланзарский район, Мукими",Chilonzor,2,52.0,5,5,45000.0,865.3846153846154
"город Ташкент, Сергелийский район, Сергели-VII",Sergeli,4,95.0,5,9,46500.0,489.4736842105263
"город Ташкент, Чиланзарский район, Наккошлык",Chilonzor,4,84.0,3,4,62000.0,738.0952380952381
"город Ташкент, Чиланзарский район, Наккошлик",Chilonzor,1,25.0,3,9,21500.0,860.0
"город Ташкент, Чиланзарский район, Чиланзарский район массив Аль-Хорезми-2",Chilonzor,4,100.0,5,9,56000.0,560.0
"город Ташкент, Учтепинский район, Гулистон",Uchtepa,2,50.0,3,5,36000.0,720.0
"город Ташкент, Учтепинский район, Гулистон",Uchtepa,2,50.0,4,4,38000.0,760.0
"город Ташкент, Чиланзарский район, Домбрабад",Chilonzor,2,48.0,1,4,36500.0,760.4166666666666
"город Ташкент, Чиланзарский район, Чиланзарский район массив Аль-Хорезми-1",Chilonzor,2,67.0,1,9,48000.0,716.4179104477612
"город Ташкент, Учтепинский район, Чиланзар 31-й квартал",Uchtepa,3,72.0,5,9,38000.0,527.7777777777778
"город Ташкент, Учтепинский район, Чиланзар 31-й квартал",Uchtepa,3,79.0,3,4,50000.0,632.9113924050633
"город Ташкент, Учтепинский район, Чиланзар 31-й квартал",Uchtepa,2,40.0,1,4,33000.0,825.0
"город Ташкент, Учтепинский район, Чиланзар 30-й квартал",Uchtepa,3,80.0,12,12,40000.0,500.0
"город Ташкент, Чиланзарский район, Аль-Хорезми-1",Chilonzor,3,60.0,1,5,53500.0,891.6666666666666
"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак Йули",Mirzo-Ulugʻbek,4,187.0,2,5,210000.0,1122.9946524064171
"город Ташкент, Мирабадский район, Госпитальный",Mirabad,4,112.0,4,9,87000.0,776.7857142857143
"город Ташкент, Юнусабадский район, Минор",Yunusobod,1,50.0,7,9,37400.0,748.0
"город Ташкент, Яшнободский район, 1-й переулок Иззат",Yashnobod,1,42.6,2,8,37408.79930653456,878.140828791891
"город Ташкент, Чиланзарский район, Ул. Волгоградская",Chilonzor,2,52.0,3,4,42500.0,817.3076923076923
"город Ташкент, Юнусабадский район, Киёт",Yunusobod,4,100.0,4,4,72500.0,725.0
"город Ташкент, Мирабадский район, 8-й проезд Мироншаха",Mirabad,3,61.0,4,4,60000.0,983.6065573770492
"город Ташкент, Янгихаётский район, Сергели-Vа",Yangihayot,3,56.0,5,7,41000.0,732.1428571428571
"город Ташкент, Мирзо-Улугбекский район, проспект Мустакиллик",Mirzo-Ulugʻbek,1,47.0,2,9,42000.0,893.6170212765958
"город Ташкент, Яккасарайский район, Кушбеги",Yakkasaroy,2,48.0,5,9,23000.0,479.1666666666667
"город Ташкент, Юнусабадский район, Минор",Yunusobod,3,72.0,3,4,68000.0,944.4444444444445
"город Ташкент, Яккасарайский район, Конституция",Yakkasaroy,1,33.0,4,5,32000.0,969.6969696969697
"город Ташкент, Учтепинский район, Учтут",Uchtepa,5,27.7,1,1,85000.0,3068.592057761733
"город Ташкент, Олмазорский район, Каракамыш-2/3",Olmazor,4,80.0,2,4,47000.0,587.5
"город Ташкент, Шайхантахурский район, 1-й проезд Бельтепа",Shayxontohur,3,83.0,3,9,44500.0,536.144578313253
"город Ташкент, Мирзо-Улугбекский район, жилой комплекс Goldhill",Mirzo-Ulugʻbek,2,57.85,2,7,38600.0,667.2428694900605
"город Ташкент, Юнусабадский район, Юнусабад 16-й квартал",Yunusobod,4,83.0,3,5,55500.0,668.6746987951807
"город Ташкент, Чиланзарский район, Фурката",Chilonzor,5,190.0,1,9,150000.0,789.4736842105264
"город Ташкент, Мирзо-Улугбекский район, Ахмада Югнаки",Mirzo-Ulugʻbek,3,64.0,3,5,47000.0,734.375
"город Ташкент, Мирзо-Улугбекский район, Хумаюн",Mirzo-Ulugʻbek,2,55.0,2,4,35000.0,636.3636363636364
"город Ташкент, Сергелийский район, Сергели-V",Sergeli,3,78.0,8,9,42000.0,538.4615384615385
"город Ташкент, Мирзо-Улугбекский район, Буз 2",Mirzo-Ulugʻbek,2,60.0,3,5,38000.0,633.3333333333334
"город Ташкент, Юнусабадский район, Ул. Янги юнусабад",Yunusobod,3,90.18,4,5,46500.0,515.6353958749168
"город Ташкент, Юнусабадский район, Юнусобод 15",Yunusobod,3,70.0,3,4,47000.0,671.4285714285714
"город Ташкент, Чиланзарский район, Чиланзар 2-й квартал",Chilonzor,2,42.0,1,3,35000.0,833.3333333333334
"город Ташкент, Учтепинский район, Фозилтепа",Uchtepa,1,26.4,1,4,18500.0,700.7575757575758
"город Ташкент, Мирабадский район, Космонавтов",Mirabad,2,54.0,2,4,65000.0,1203.7037037037037
"город Ташкент, Мирабадский район, Кунаева",Mirabad,4,98.0,5,9,106000.0,1081.6326530612246
"город Ташкент, Чиланзарский район, Чиланзар 17-й квартал",Chilonzor,2,48.0,2,4,35500.0,739.5833333333334
"город Ташкент, Яккасарайский район, Шотта Руставели",Yakkasaroy,2,78.0,4,8,100000.0,1282.051282051282
"город Ташкент, Чиланзарский район, Чиланзар 16-й квартал",Chilonzor,2,57.0,8,9,35000.0,614.0350877192982
"город Ташкент, Яккасарайский район, Шотта  Руставели",Yakkasaroy,4,135.0,5,6,70000.0,518.5185185185185
"город Ташкент, Шайхантахурский район, 1-й проезд Генерала Узакова",Shayxontohur,4,172.0,2,4,150000.0,872.0930232558139
"город Ташкент, Мирабадский район, Куйлюк 1-й квартал",Mirabad,2,54.0,3,4,39900.0,738.8888888888889
"город Ташкент, Яккасарайский район, Кушбеги",Yakkasaroy,2,48.0,5,9,23000.0,479.1666666666667
"город Ташкент, Шайхантахурский район, Жангох",Shayxontohur,3,82.0,2,8,115000.0,1402.439024390244
"город Ташкент, Олмазорский район, Себзар",Olmazor,3,125.0,1,8,115000.0,920.0
"город Ташкент, Юнусабадский район, Буюк Турон",Yunusobod,2,57.0,6,9,68000.0,1192.982456140351
"город Ташкент, Мирабадский район, Ойбек",Mirabad,2,60.0,4,9,79000.0,1316.6666666666667
"город Ташкент, Мирабадский район, ЦУМ (Ц-7) ",Mirabad,2,56.0,4,4,60000.0,1071.4285714285713
"город Ташкент, Мирабадский район, ЦУМ (Ц-7) ",Mirabad,2,112.0,9,9,90000.0,803.5714285714286
